645.3586700924133,552.5718595472738,673.2701496872926,552.3832684689299
651.2049935210705,518.8140565237372,683.8312500745442,518.4368743670498
591.0444395294047,555.5893168007743,619.3331012809717,554.2691792523677
582.5578410039348,524.0946067173631,615.9384618707837,522.9630602473003
536.6359134272243,554.5520658698837,563.2272554736973,555.4950212616025
519.2855342195967,524.1889022565351,551.5346086163829,524.5660844132227
453.2786567992739,525.6976308832851,484.9619579610288,525.5090398049414
426.49872367445715,554.5520658698833,453.4672478776177,554.9292480265709
389.15769016238886,522.1144003947534,420.6524002458001,522.491582551441
371.9959020331049,548.8943335195702,399.53019947129684,551.7231996947268
326.92263430894167,519.2855342195967,358.2287533140091,519.2855342195967
319.3789911751905,547.9513781278512,345.02737782994456,548.139969206195
265.81912492555716,516.45666804444,295.0507420688429,516.45666804444
103.99459369648883,3.5553707246663184,467.53125029361667,526.1948672506105
135.9929302184854,3.5553707246663184,476.41967710528235,522.6394965259442
703.25,553.8984375,771.25,555.8984375
705.875,593.44921875,831.375,595.19921875
706.125,588.19921875,838.875,590.19921875
711.625,582.69921875,847.375,585.69921875
715.125,576.44921875,858.875,579.69921875
719.125,570.19921875,870.625,573.69921875
721.625,564.94921875,877.125,568.44921875
725.375,562.19921875,884.625,566.19921875
729.875,557.44921875,889.125,560.94921875
608.375,598.44921875,657.625,597.19921875
606.375,594.94921875,657.375,594.44921875
505.625,598.44921875,561.375,598.44921875
504.875,595.69921875,560.625,595.94921875
420.625,594.44921875,467.375,595.94921875
420.125,591.69921875,466.375,593.19921875
402.125,586.69921875,454.625,587.69921875
610.375,589.44921875,660.375,588.94921875
611.625,586.19921875,661.125,585.94921875
497.875,589.69921875,553.875,590.44921875
496.625,586.69921875,554.875,587.19921875
600.375,565.94921875,666.875,565.19921875
599.875,563.44921875,668.125,561.94921875
604.875,556.44921875,673.625,554.94921875
472.375,567.44921875,541.875,566.69921875
471.375,563.94921875,541.625,563.94921875
462.625,556.69921875,536.875,557.44921875
461.625,553.94921875,535.375,554.19921875
401.125,583.44921875,454.125,585.19921875
358.375,562.19921875,410.125,563.94921875
356.625,560.19921875,410.375,560.94921875
406.625,596.94921875,426.875,609.44921875
411.375,595.44921875,431.875,607.44921875
351.875,564.94921875,377.875,581.94921875
357.875,564.19921875,384.375,581.19921875
487.9375,643.724609375,564.4375,682.599609375
491.0625,639.724609375,567.4375,682.224609375
669.875,605.94921875,621.46875,684.6748046875
662.875,604.94921875,619.53125,684.7373046875
684.625,518.69921875,674.125,552.94921875
650.125,518.69921875,645.375,551.69921875
616.125,522.44921875,620.125,553.19921875
582.625,523.94921875,590.125,554.69921875
552.625,524.44921875,564.625,554.94921875
519.125,524.44921875,534.875,554.19921875
485.875,523.94921875,509.125,554.44921875
452.375,524.94921875,477.875,554.44921875
421.125,521.94921875,453.875,553.69921875
388.875,521.94921875,426.125,554.69921875
326.375,519.69921875,371.625,548.94921875
358.875,518.94921875,399.625,551.69921875
266.75,517.3984375,318.75,547.8984375
295.25,515.8984375,345.25,548.3984375
185.75,518.3984375,237.25,546.8984375
150.75,520.8984375,217.75,552.3984375
83.25,519.8984375,160.75,551.8984375
114.75,519.3984375,188.25,549.8984375
0.25,351.8984375,263.75,511.8984375
1.75,340.3984375,274.25,510.8984375
916.5,-0.203125,702.5,484.796875
874.5,-0.203125,683.5,481.796875
