292.25,580.0,280.25,1004.0
293.24999999999994,368.0,292.25,580.0
222.25,580.0,207.25,1003.0
221.25,369.0,222.25,580.0
154.24999999999997,580.0,139.25,1001.0
150.24999999999997,367.0,154.24999999999997,580.0
81.25,784.0,74.25,996.0
86.24999999999996,370.0,81.25,785.0
349.25,1007.0,362.25,364.0
433.25,364.0,422.25,1011.0
721.25,654.0,719.25,1022.0
730.25,359.0,721.25,654.0
646.25,653.0,645.25,1020.0
654.25,363.0,646.25,653.0
572.25,653.0,578.25,361.0
570.25,1018.0,572.25,652.0
499.25,653.0,496.25,1012.0
507.25,365.0,498.25,653.0
502.5,512.25,84.5,507.25
84.5,438.25,503.5,438.25
731.5,361.25,85.5,369.25
504.5,440.25,726.5,434.25
727.5,508.25,501.5,511.25
500.5,583.25,722.5,581.25
82.5,578.25,500.5,583.25
723.5,653.25,84.5,646.25
80.5,715.25,721.5,728.25
78.5,785.25,722.5,800.25
76.5,855.25,720.5,874.25
72.5,996.25,721.5,1023.25
76.5,924.25,721.5,949.25
