407.5,666.125,542.0,760.125
459.5,698.125,543.0,758.625
261.0,543.125,459.5,698.125
423.75,619.375,429.25,602.875
430.25,603.375,436.75,612.375
470.75,604.875,436.75,612.375
489.25,616.375,448.25,624.375
444.25,560.375,472.25,605.375
456.25,557.875,489.75,615.875
583.5,602.8125,743.75,598.8125
653.5,635.0625,743.75,599.3125
652.0,640.3125,565.5,600.3125
761.5,595.3125,651.75,640.5625
566.0,599.0625,761.5,595.3125
721.75,662.0625,645.25,758.5625
717.75,684.0625,650.25,759.5625
831.5,683.5625,698.0,757.8125
826.0,680.5625,693.5,756.0625
1153.75,499.125,832.25,683.625
1152.75,488.625,975.25,594.625
1154.75,444.625,974.75,591.625
0.0,354.75,406.0,664.625
962.75,591.125,827.0,680.75
1153.75,428.625,962.75,591.125
4.0,330.5,261.5,543.75
1056.0,282.5,724.0,678.875
1152.0,68.5,729.0,652.875
382.0,2.5,592.0,766.5
430.0,0.5,594.0,762.5
