553.5625,481.6875,580.6875,481.9375
460.5625,480.8125,487.3125,481.1875
519.75,132.75,518.5,159.5
582.5,133.5,580.75,168.75
322.75,65.25,313.75,34.75
251.75,65.25,237.75,29.75
255.25,68.25,320.25,65.25
519.75,131.75,582.5,132.5
517.1875,554.5625,553.8125,554.3125
503.0625,563.4375,564.1875,563.5625
494.8125,543.9375,564.5,544.5
377.25,155.75,522.25,82.75
320.75,134.25,484.25,41.75
502.6875,563.6875,494.5625,544.1875
581.0625,481.6875,580.8125,454.3125
553.3125,481.3125,551.4375,454.3125
487.5,480.5,476.6875,453.0625
459.8125,480.1875,446.5,453.5
473.25,574.75,82.75,53.25
466.25,576.75,46.5,53.5
373.75,588.75,3.25,363.25
370.25,592.25,2.25,373.25
619.25,579.75,779.25,2.25
610.125,579.625,740.5,3.5
