659.75,196.8984375,1218.25,221.3984375
538.625,596.94921875,659.625,197.69921875
538.625,597.44921875,884.625,604.44921875
934.6875,361.599609375,1088.875,366.44921875
821.5625,528.349609375,934.5625,361.724609375
945.9375,532.849609375,821.5625,528.849609375
982.40625,490.7998046875,1029.46875,491.3623046875
1040.46875,423.6748046875,1091.21875,424.9248046875
1047.1432125,485.671442265625,1040.3431114999996,423.747118265625
988.2572315,548.319181265625,1047.2878955,486.105491265625
982.3252285,491.3140792656249,987.9678655,548.319181265625
824.09375,675.7373046875,824.34375,687.7373046875
2.125,666.94921875,125.875,665.44921875
