120.4375,381.4375,126.5625,380.8125
113.1875,376.4375,120.1875,381.1875
119.1875,375.9375,126.6875,380.4375
113.3125,376.3125,118.8125,376.0625
65.6875,352.8125,81.0625,360.4375
74.9375,352.1875,91.6875,359.9375
80.9375,360.5625,91.1875,360.1875
66.0625,352.5625,74.9375,352.1875
59.8125,367.4375,96.4375,398.3125
13.3125,336.5625,59.4375,367.0625
60.5625,358.0625,102.9375,397.6875
1.625,317.125,59.875,357.625
232.6875,395.0625,217.0625,399.6875
255.0625,384.6875,233.0625,395.0625
289.3125,363.6875,255.5625,384.4375
642.25,121.25,290.1875,363.6875
238.3125,396.9375,222.9375,400.9375
273.5625,381.0625,238.5625,396.8125
345.125,341.375,274.125,380.625
693.75,125.75,345.25,340.75
642.125,120.375,693.125,124.375
706.125,119.375,895.375,1.875
650.625,114.375,810.875,1.875
650.875,114.625,706.375,119.125
